Good\0.jpg 1 0 0 58 63
Good\1.jpg 1 0 0 67 73
Good\2.jpg 1 0 0 88 84
Good\3.jpg 1 0 0 69 68
Good\4.jpg 1 0 0 54 54
Good\5.jpg 1 0 0 138 129
Good\6.jpg 1 0 0 78 76
Good\7.jpg 1 0 0 69 69
Good\8.jpg 1 0 0 79 76
Good\9.jpg 1 0 0 128 108
Good\10.jpg 1 0 0 69 69
Good\11.jpg 1 0 0 81 100
Good\12.jpg 1 0 0 170 172
Good\13.jpg 1 0 0 79 72
Good\14.jpg 1 0 0 68 80
Good\15.jpg 1 0 0 150 146
Good\16.jpg 1 0 0 81 89
Good\17.jpg 1 0 0 67 65
Good\18.jpg 1 0 0 147 129
Good\19.jpg 1 0 0 70 63
Good\20.jpg 1 0 0 123 117
Good\21.jpg 1 0 0 84 85
Good\22.jpg 1 0 0 58 61
Good\23.jpg 1 0 0 208 194
Good\24.jpg 1 0 0 70 73
Good\25.jpg 1 0 0 63 59
Good\26.jpg 1 0 0 120 115
Good\27.jpg 1 0 0 114 98
Good\28.jpg 1 0 0 74 81
Good\29.jpg 1 0 0 63 67
Good\30.jpg 1 0 0 60 62
Good\31.jpg 1 0 0 61 73
Good\32.jpg 1 0 0 120 134
Good\33.jpg 1 0 0 59 58
Good\34.jpg 1 0 0 72 67
Good\35.jpg 1 0 0 69 64
Good\36.jpg 1 0 0 77 86
Good\37.jpg 1 0 0 66 68
Good\38.jpg 1 0 0 78 76
Good\39.jpg 1 0 0 59 59
Good\40.jpg 1 0 0 101 98
Good\41.jpg 1 0 0 69 68
Good\42.jpg 1 0 0 71 76
Good\43.jpg 1 0 0 64 60
Good\44.jpg 1 0 0 78 73
Good\45.jpg 1 0 0 91 89
Good\46.jpg 1 0 0 61 60
Good\47.jpg 1 0 0 100 111
Good\48.jpg 1 0 0 58 59
Good\49.jpg 1 0 0 121 135
Good\50.jpg 1 0 0 79 74
Good\51.jpg 1 0 0 110 112
Good\52.jpg 1 0 0 118 113
Good\53.jpg 1 0 0 152 133
Good\54.jpg 1 0 0 58 60
Good\55.jpg 1 0 0 64 65
Good\56.jpg 1 0 0 234 238
Good\57.jpg 1 0 0 59 59
Good\58.jpg 1 0 0 65 58
Good\59.jpg 1 0 0 97 89
Good\60.jpg 1 0 0 91 107
Good\61.jpg 1 0 0 78 76
Good\62.jpg 1 0 0 67 57
Good\63.jpg 1 0 0 100 104
Good\64.jpg 1 0 0 74 74
Good\65.jpg 1 0 0 63 64
Good\66.jpg 1 0 0 60 63
Good\67.jpg 1 0 0 94 88
Good\68.jpg 1 0 0 121 125
Good\69.jpg 1 0 0 84 82
Good\70.jpg 1 0 0 73 71
Good\71.jpg 1 0 0 63 59
Good\72.jpg 1 0 0 36 38
Good\73.jpg 1 0 0 77 81
Good\74.jpg 1 0 0 97 96
Good\75.jpg 1 0 0 71 77
Good\76.jpg 1 0 0 89 90
Good\77.jpg 1 0 0 94 102
Good\78.jpg 1 0 0 213 206
Good\79.jpg 1 0 0 90 101
Good\80.jpg 1 0 0 64 64
Good\81.jpg 1 0 0 86 86
Good\82.jpg 1 0 0 85 98
Good\83.jpg 1 0 0 81 74
Good\84.jpg 1 0 0 68 72
Good\85.jpg 1 0 0 76 74
Good\86.jpg 1 0 0 53 56
Good\87.jpg 1 0 0 74 78
Good\88.jpg 1 0 0 63 63
Good\89.jpg 1 0 0 58 64
Good\90.jpg 1 0 0 128 129
Good\91.jpg 1 0 0 45 46
Good\92.jpg 1 0 0 113 113
Good\93.jpg 1 0 0 53 50
Good\94.jpg 1 0 0 75 72
Good\95.jpg 1 0 0 28 32
Good\96.jpg 1 0 0 76 80
Good\97.jpg 1 0 0 65 66
Good\98.jpg 1 0 0 126 115
Good\99.jpg 1 0 0 176 165
Good\100.jpg 1 0 0 75 72
Good\101.jpg 1 0 0 73 82
Good\102.jpg 1 0 0 223 209
Good\103.jpg 1 0 0 101 97
Good\104.jpg 1 0 0 85 82
Good\105.jpg 1 0 0 68 73
Good\106.jpg 1 0 0 75 69
Good\107.jpg 1 0 0 170 171
Good\108.jpg 1 0 0 66 76
Good\109.jpg 1 0 0 124 133
Good\110.jpg 1 0 0 53 55
Good\111.jpg 1 0 0 78 71
Good\112.jpg 1 0 0 87 86
Good\113.jpg 1 0 0 79 76
Good\114.jpg 1 0 0 307 265
Good\115.jpg 1 0 0 64 67
Good\116.jpg 1 0 0 137 133
Good\117.jpg 1 0 0 59 63
Good\118.jpg 1 0 0 93 99
Good\119.jpg 1 0 0 88 91
Good\120.jpg 1 0 0 64 63
Good\121.jpg 1 0 0 93 101
Good\122.jpg 1 0 0 216 210
Good\123.jpg 1 0 0 94 100
Good\124.jpg 1 0 0 82 73
Good\125.jpg 1 0 0 73 83
Good\126.jpg 1 0 0 76 77
Good\127.jpg 1 0 0 115 120
Good\128.jpg 1 0 0 50 56
Good\129.jpg 1 0 0 105 107
Good\130.jpg 1 0 0 79 67
Good\131.jpg 1 0 0 64 67
Good\132.jpg 1 0 0 74 85
Good\133.jpg 1 0 0 94 105
Good\134.jpg 1 0 0 100 100
Good\135.jpg 1 0 0 63 60
Good\136.jpg 1 0 0 71 68
Good\137.jpg 1 0 0 75 90
Good\138.jpg 1 0 0 121 116
Good\139.jpg 1 0 0 107 118
Good\140.jpg 1 0 0 76 92
Good\141.jpg 1 0 0 50 55
Good\142.jpg 1 0 0 123 117
Good\143.jpg 1 0 0 131 132
Good\144.jpg 1 0 0 63 61
Good\145.jpg 1 0 0 110 104
Good\146.jpg 1 0 0 127 111
Good\147.jpg 1 0 0 107 106
Good\148.jpg 1 0 0 79 76
Good\149.jpg 1 0 0 84 83
Good\150.jpg 1 0 0 60 64
Good\151.jpg 1 0 0 81 76
Good\152.jpg 1 0 0 64 58
Good\153.jpg 1 0 0 89 92
Good\154.jpg 1 0 0 83 93
Good\155.jpg 1 0 0 130 125
Good\156.jpg 1 0 0 61 76
Good\157.jpg 1 0 0 57 60
Good\158.jpg 1 0 0 72 80
Good\159.jpg 1 0 0 66 71
Good\160.jpg 1 0 0 70 84
Good\161.jpg 1 0 0 68 78
Good\162.jpg 1 0 0 169 179
Good\163.jpg 1 0 0 75 74
Good\164.jpg 1 0 0 70 69
Good\165.jpg 1 0 0 88 96
Good\166.jpg 1 0 0 46 53
Good\167.jpg 1 0 0 65 71
Good\168.jpg 1 0 0 71 67
Good\169.jpg 1 0 0 97 104
Good\170.jpg 1 0 0 87 88
Good\171.jpg 1 0 0 77 78
Good\172.jpg 1 0 0 95 89
Good\173.jpg 1 0 0 80 75
Good\174.jpg 1 0 0 112 111
Good\175.jpg 1 0 0 60 61
Good\176.jpg 1 0 0 123 127
Good\177.jpg 1 0 0 55 58
Good\178.jpg 1 0 0 64 58
Good\179.jpg 1 0 0 51 50
Good\180.jpg 1 0 0 95 95
Good\181.jpg 1 0 0 72 74
Good\182.jpg 1 0 0 79 81
Good\183.jpg 1 0 0 89 79
Good\184.jpg 1 0 0 86 94
Good\185.jpg 1 0 0 39 42
Good\186.jpg 1 0 0 43 45
Good\187.jpg 1 0 0 68 70
Good\188.jpg 1 0 0 62 67
Good\189.jpg 1 0 0 160 168
Good\190.jpg 1 0 0 49 54
Good\191.jpg 1 0 0 71 71
Good\192.jpg 1 0 0 126 130
Good\193.jpg 1 0 0 101 108
Good\194.jpg 1 0 0 92 95
Good\195.jpg 1 0 0 60 61
Good\196.jpg 1 0 0 55 55
Good\197.jpg 1 0 0 87 95
Good\198.jpg 1 0 0 88 90
Good\199.jpg 1 0 0 76 89
Good\200.jpg 1 0 0 90 95
Good\201.jpg 1 0 0 52 61
Good\202.jpg 1 0 0 69 72
Good\203.jpg 1 0 0 74 72
Good\204.jpg 1 0 0 104 93
Good\205.jpg 1 0 0 54 59
Good\206.jpg 1 0 0 83 90
Good\207.jpg 1 0 0 76 72
Good\208.jpg 1 0 0 64 56
Good\209.jpg 1 0 0 99 108
Good\210.jpg 1 0 0 75 74
Good\211.jpg 1 0 0 67 69
Good\212.jpg 1 0 0 55 53
Good\213.jpg 1 0 0 55 52
Good\214.jpg 1 0 0 73 81
Good\215.jpg 1 0 0 138 140
Good\216.jpg 1 0 0 34 37
Good\217.jpg 1 0 0 113 116
Good\218.jpg 1 0 0 67 68
Good\219.jpg 1 0 0 113 114
Good\220.jpg 1 0 0 49 52
Good\221.jpg 1 0 0 83 79
Good\222.jpg 1 0 0 56 61
Good\223.jpg 1 0 0 62 61
Good\224.jpg 1 0 0 77 75
Good\225.jpg 1 0 0 82 86
Good\226.jpg 1 0 0 91 97
Good\227.jpg 1 0 0 84 89
Good\228.jpg 1 0 0 70 76
Good\229.jpg 1 0 0 56 51
Good\230.jpg 1 0 0 66 66
Good\231.jpg 1 0 0 78 80
Good\232.jpg 1 0 0 46 48
Good\233.jpg 1 0 0 51 52
Good\234.jpg 1 0 0 88 90
Good\235.jpg 1 0 0 60 64
Good\236.jpg 1 0 0 64 70
Good\237.jpg 1 0 0 168 168
Good\238.jpg 1 0 0 97 102
Good\239.jpg 1 0 0 75 81
Good\240.jpg 1 0 0 40 47
Good\241.jpg 1 0 0 47 50
Good\242.jpg 1 0 0 76 73
Good\243.jpg 1 0 0 76 75
Good\244.jpg 1 0 0 88 91
Good\245.jpg 1 0 0 101 99
Good\246.jpg 1 0 0 67 81
Good\247.jpg 1 0 0 91 87
Good\248.jpg 1 0 0 81 79
Good\249.jpg 1 0 0 76 78
Good\250.jpg 1 0 0 82 77
Good\251.jpg 1 0 0 67 72
Good\252.jpg 1 0 0 92 100
Good\253.jpg 1 0 0 61 59
Good\254.jpg 1 0 0 69 72
Good\255.jpg 1 0 0 112 100
Good\256.jpg 1 0 0 73 86
Good\257.jpg 1 0 0 59 58
Good\258.jpg 1 0 0 63 67
Good\259.jpg 1 0 0 134 143
Good\260.jpg 1 0 0 122 142
Good\261.jpg 1 0 0 57 58
Good\262.jpg 1 0 0 103 96
Good\263.jpg 1 0 0 90 93
Good\264.jpg 1 0 0 146 130
Good\265.jpg 1 0 0 108 118
Good\266.jpg 1 0 0 83 90
Good\267.jpg 1 0 0 50 55
Good\268.jpg 1 0 0 55 53
Good\269.jpg 1 0 0 55 62
Good\270.jpg 1 0 0 107 104
Good\271.jpg 1 0 0 75 76
Good\272.jpg 1 0 0 76 81
Good\273.jpg 1 0 0 83 81
Good\274.jpg 1 0 0 47 50
Good\275.jpg 1 0 0 165 158
Good\276.jpg 1 0 0 87 92
Good\277.jpg 1 0 0 60 56
Good\278.jpg 1 0 0 76 83
Good\279.jpg 1 0 0 71 61
Good\280.jpg 1 0 0 52 49
Good\281.jpg 1 0 0 48 55
Good\282.jpg 1 0 0 102 100
Good\283.jpg 1 0 0 91 90
Good\284.jpg 1 0 0 55 56
Good\285.jpg 1 0 0 60 62
Good\286.jpg 1 0 0 59 53
Good\287.jpg 1 0 0 62 57
Good\288.jpg 1 0 0 53 55
Good\289.jpg 1 0 0 55 65
Good\290.jpg 1 0 0 64 69
Good\291.jpg 1 0 0 67 77
Good\292.jpg 1 0 0 93 94
Good\293.jpg 1 0 0 47 44
Good\294.jpg 1 0 0 131 146
Good\295.jpg 1 0 0 71 72
Good\296.jpg 1 0 0 219 192
Good\297.jpg 1 0 0 120 120
Good\298.jpg 1 0 0 118 124
Good\299.jpg 1 0 0 89 79
Good\300.jpg 1 0 0 60 57
Good\301.jpg 1 0 0 63 67
Good\302.jpg 1 0 0 48 51
Good\303.jpg 1 0 0 63 58
Good\304.jpg 1 0 0 83 77
Good\305.jpg 1 0 0 62 68
Good\306.jpg 1 0 0 85 79
Good\307.jpg 1 0 0 65 66
Good\308.jpg 1 0 0 67 69
Good\309.jpg 1 0 0 76 72
Good\310.jpg 1 0 0 61 65
Good\311.jpg 1 0 0 78 84
Good\312.jpg 1 0 0 54 58
Good\313.jpg 1 0 0 59 61
Good\314.jpg 1 0 0 90 91
Good\315.jpg 1 0 0 53 55
Good\316.jpg 1 0 0 64 67
Good\317.jpg 1 0 0 64 56
Good\318.jpg 1 0 0 67 75
Good\319.jpg 1 0 0 113 108
Good\320.jpg 1 0 0 96 95
Good\321.jpg 1 0 0 83 91
Good\322.jpg 1 0 0 49 50
Good\323.jpg 1 0 0 74 76
Good\324.jpg 1 0 0 58 55
Good\325.jpg 1 0 0 47 46
Good\326.jpg 1 0 0 79 77
Good\327.jpg 1 0 0 66 71
Good\328.jpg 1 0 0 96 82
Good\329.jpg 1 0 0 79 80
Good\330.jpg 1 0 0 47 50
Good\331.jpg 1 0 0 90 96
Good\332.jpg 1 0 0 90 100
Good\333.jpg 1 0 0 44 47
Good\334.jpg 1 0 0 56 54
Good\335.jpg 1 0 0 125 125
Good\336.jpg 1 0 0 209 208
Good\337.jpg 1 0 0 96 108
Good\338.jpg 1 0 0 134 138
Good\339.jpg 1 0 0 72 68
Good\340.jpg 1 0 0 154 157
Good\341.jpg 1 0 0 262 275
Good\342.jpg 1 0 0 35 38
Good\343.jpg 1 0 0 45 47
Good\344.jpg 1 0 0 88 79
Good\345.jpg 1 0 0 76 71
Good\346.jpg 1 0 0 235 220
Good\347.jpg 1 0 0 159 153
Good\348.jpg 1 0 0 58 54
Good\349.jpg 1 0 0 47 56
Good\350.jpg 1 0 0 83 90
Good\351.jpg 1 0 0 92 106
Good\352.jpg 1 0 0 72 69
Good\353.jpg 1 0 0 79 84
Good\354.jpg 1 0 0 80 84
